City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,San Patricio,US,28.017,-97.5169,73.26,90,3,9.1,clear sky
1,Eyl,SO,7.9803,49.8164,78.67,56,2,16.84,clear sky
2,Upernavik,GL,72.7868,-56.1549,8.58,65,81,8.55,broken clouds
3,Cape Town,ZA,-33.9258,18.4232,65.12,62,20,23.02,few clouds
4,Chabahar,IR,25.2919,60.643,76.51,58,0,5.26,clear sky
5,Port Alfred,ZA,-33.5906,26.891,67.3,76,100,7.76,overcast clouds
6,Ushuaia,AR,-54.8,-68.3,49.66,53,40,23.02,scattered clouds
7,Darnah,LY,32.767,22.6367,61.88,41,100,8.37,overcast clouds
8,Bluff,NZ,-46.6,168.3333,62.15,88,85,0.29,overcast clouds
9,Castro,BR,-24.7911,-50.0119,58.39,88,88,9.71,overcast clouds
10,Talnakh,RU,69.4865,88.3972,-29.79,97,87,12.28,overcast clouds
11,Sorland,NO,67.667,12.6934,31.26,57,56,24.61,broken clouds
12,Punta Arenas,CL,-53.15,-70.9167,46.51,81,75,12.66,broken clouds
13,Port Elizabeth,ZA,-33.918,25.5701,61.11,77,100,5.99,overcast clouds
14,Ossora,RU,59.2353,163.0719,16.77,84,83,5.93,broken clouds
15,Fairlie,GB,55.756,-4.8556,44.01,90,98,13.33,moderate rain
16,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,69,75,7.0,broken clouds
17,Dikson,RU,73.5069,80.5464,-22.0,97,68,10.2,broken clouds
18,Afua,BR,-0.1567,-50.3867,75.31,94,100,3.47,moderate rain
19,Elat,IL,29.5581,34.9482,58.84,55,0,9.22,clear sky
20,Krasnyy Kommunar,RU,51.9644,55.3668,35.67,86,90,11.18,overcast clouds
21,Mayumba,GA,-3.432,10.6554,76.5,90,99,4.09,light rain
22,Elko,US,41.0002,-115.5012,37.63,63,1,1.92,clear sky
23,Saskylakh,RU,71.9167,114.0833,-16.55,97,100,12.73,overcast clouds
24,Harlingen,US,26.1906,-97.6961,74.19,99,1,6.91,mist
25,Busselton,AU,-33.65,115.3333,85.08,35,9,4.63,clear sky
26,Saint-Pierre,RE,-21.3393,55.4781,85.64,69,0,6.91,clear sky
27,Maragogi,BR,-9.0122,-35.2225,77.32,85,29,8.37,scattered clouds
28,Bethel,US,41.3712,-73.414,37.49,68,90,0.0,overcast clouds
29,Rosarito,MX,32.3333,-117.0333,59.13,84,6,7.49,clear sky
30,Morehead,US,37.2711,-87.1764,58.98,87,1,0.0,clear sky
31,Tabuk,PH,17.4189,121.4443,67.3,89,100,9.93,overcast clouds
32,Enshi,CN,30.3,109.4833,59.99,55,97,1.01,overcast clouds
33,Vaini,TO,-21.2,-175.2,82.56,89,20,10.36,light rain
34,Lavrentiya,RU,65.5833,-171.0,24.98,95,100,7.34,light snow
35,Butaritari,KI,3.0707,172.7902,83.03,74,93,13.8,overcast clouds
36,Manakara,MG,-22.1333,48.0167,79.66,75,38,6.06,light rain
37,Constitucion,CL,-35.3333,-72.4167,53.15,65,8,6.71,clear sky
38,Isangel,VU,-19.55,169.2667,86.11,62,75,9.22,broken clouds
39,Geraldton,AU,-28.7667,114.6,93.61,27,0,21.85,clear sky
40,Saint-Philippe,RE,-21.3585,55.7679,85.55,78,20,12.37,few clouds
41,Dingle,PH,10.9995,122.6711,81.1,76,95,13.31,overcast clouds
42,Mataura,NZ,-46.1927,168.8643,65.86,96,97,3.06,overcast clouds
43,Saint-Francois,FR,46.4154,3.9054,51.24,82,90,8.05,overcast clouds
44,Labytnangi,RU,66.6572,66.4183,-8.46,100,100,0.25,overcast clouds
45,Puerto Ayora,EC,-0.7393,-90.3518,67.37,93,47,5.59,scattered clouds
46,Wagar,SD,16.1525,36.2032,72.7,72,0,10.51,clear sky
47,Pevek,RU,69.7008,170.3133,-9.56,92,100,11.7,overcast clouds
48,Saldanha,ZA,-33.0117,17.9442,59.05,76,97,15.08,overcast clouds
49,Darhan,MN,49.4867,105.9228,22.15,73,42,7.31,scattered clouds
50,Rikitea,PF,-23.1203,-134.9692,76.42,75,67,14.2,broken clouds
51,Clyde River,CA,70.4692,-68.5914,8.83,85,88,16.11,light snow
52,Nikolskoye,RU,59.7035,30.7861,23.02,97,100,3.91,overcast clouds
53,Hermanus,ZA,-34.4187,19.2345,64.9,74,85,15.64,overcast clouds
54,Hilo,US,19.7297,-155.09,75.27,92,40,19.57,light rain
55,Airai,TL,-8.9266,125.4092,72.63,66,92,3.38,overcast clouds
56,Tuktoyaktuk,CA,69.4541,-133.0374,-23.8,69,1,4.61,clear sky
57,Cayenne,GF,4.9333,-52.3333,75.24,91,0,0.0,clear sky
58,Albany,US,42.6001,-73.9662,30.81,74,47,4.21,scattered clouds
59,Kapaa,US,22.0752,-159.319,71.58,73,1,1.01,clear sky
60,Port-Cartier,CA,50.0334,-66.8654,22.75,67,52,19.33,broken clouds
61,Chara,RU,56.9064,118.2631,14.88,86,82,0.47,broken clouds
62,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,82,9,1.01,clear sky
63,Yellowknife,CA,62.456,-114.3525,-17.88,76,40,10.36,scattered clouds
64,Arraial Do Cabo,BR,-22.9661,-42.0278,70.5,79,2,2.37,clear sky
65,Dong Xoai,VN,11.5333,106.9167,81.63,44,64,6.49,broken clouds
66,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,74.48,88,64,2.98,broken clouds
67,Jamestown,US,42.097,-79.2353,36.72,95,90,1.99,light snow
68,Kruisfontein,ZA,-34.0033,24.7314,58.89,76,100,6.44,overcast clouds
69,Kurumkan,RU,54.3,110.3,19.74,82,89,0.72,overcast clouds
70,Palmer,US,42.1584,-72.3287,30.81,56,90,10.36,overcast clouds
71,Marienburg,PL,54.0359,19.0266,33.12,89,100,14.54,overcast clouds
72,Caravelas,BR,-17.7125,-39.2481,70.7,95,73,3.67,broken clouds
73,Bengkulu,ID,-3.8004,102.2655,83.28,71,100,7.36,moderate rain
74,Longyearbyen,SJ,78.2186,15.6401,35.44,64,40,21.85,light rain
75,Tiksi,RU,71.6872,128.8694,-31.27,99,44,4.47,scattered clouds
76,Isabela,PH,6.7085,121.9711,87.85,71,15,8.79,few clouds
77,Porgera,PG,-5.4667,143.2,53.15,90,87,2.48,overcast clouds
78,Puerto Ayacucho,VE,5.6639,-67.6236,75.92,81,91,1.74,overcast clouds
79,Ilulissat,GL,69.2167,-51.1,15.82,45,64,23.02,broken clouds
80,Baindur,IN,13.8667,74.6333,83.19,70,55,2.15,broken clouds
81,Provideniya,RU,64.3833,-173.3,21.15,91,95,14.23,overcast clouds
82,Khatanga,RU,71.9667,102.5,-19.97,96,100,15.17,overcast clouds
83,Gamba,GA,-2.65,10.0,75.16,91,100,3.04,overcast clouds
84,Piacabucu,BR,-10.4056,-36.4344,77.59,89,71,9.93,broken clouds
85,Kerouane,GN,9.2667,-9.0167,69.42,54,34,3.04,scattered clouds
86,Namibe,AO,-15.1961,12.1522,70.66,72,81,3.2,broken clouds
87,Fairbanks,US,64.8378,-147.7164,-22.02,71,1,0.0,clear sky
88,Kodiak,US,57.79,-152.4072,8.11,92,1,6.91,clear sky
89,Mikhaylovka,RU,50.06,43.2379,43.79,75,100,17.34,light rain
90,Umm Lajj,SA,25.0213,37.2685,74.97,50,41,5.23,scattered clouds
91,Havelock,US,34.8791,-76.9013,53.55,84,12,6.08,few clouds
92,Ostrovnoy,RU,68.0531,39.5131,19.58,83,100,3.29,light snow
93,Pilar,BR,-9.5972,-35.9567,76.93,93,69,4.36,broken clouds
94,Luderitz,NA,-26.6481,15.1594,61.12,75,78,15.12,broken clouds
95,Klyuchi,RU,52.2667,79.1667,25.23,84,92,13.62,overcast clouds
96,Atuona,PF,-9.8,-139.0333,78.67,73,4,18.52,clear sky
97,East London,ZA,-33.0153,27.9116,65.34,94,75,0.0,broken clouds
98,Qaanaaq,GL,77.484,-69.3632,5.23,82,94,7.52,overcast clouds
99,Sawtell,AU,-30.3833,153.1,73.72,92,75,11.5,broken clouds
100,High Level,CA,58.5169,-117.136,-9.29,84,90,5.75,light snow
101,Tasiilaq,GL,65.6145,-37.6368,11.55,56,6,6.38,clear sky
102,Hobart,AU,-42.8794,147.3294,60.03,46,40,5.99,scattered clouds
103,Bhinga,IN,27.7167,81.9333,76.42,52,17,6.31,few clouds
104,Dakar,SN,14.6937,-17.4441,70.68,57,99,14.0,overcast clouds
105,New Norfolk,AU,-42.7826,147.0587,58.91,32,71,5.01,broken clouds
106,Jashpurnagar,IN,22.9,84.15,75.65,39,97,5.95,overcast clouds
107,Nanortalik,GL,60.1432,-45.2371,36.82,87,100,34.81,moderate rain
108,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,65.16,75,50,10.85,scattered clouds
109,Bignona,SN,12.8103,-16.2264,70.21,59,75,4.52,broken clouds
110,Shamgarh,IN,24.1833,75.6333,73.78,40,0,8.05,clear sky
111,Bredasdorp,ZA,-34.5322,20.0403,66.27,63,84,15.19,broken clouds
112,Esil,KZ,51.9556,66.4042,30.69,94,95,11.59,overcast clouds
113,Yala,TH,6.3333,101.25,83.55,67,67,7.72,broken clouds
114,Erenhot,CN,43.6475,111.9767,30.83,43,0,10.42,clear sky
115,Rabo De Peixe,PT,37.8,-25.5833,60.28,98,75,2.3,broken clouds
116,Mahebourg,MU,-20.4081,57.7,84.49,70,40,8.05,scattered clouds
117,Namatanai,PG,-3.6667,152.4333,84.47,72,47,9.08,light rain
118,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,90,4.47,shower snow
119,Key Largo,US,25.0865,-80.4473,72.99,63,0,7.31,clear sky
120,Kokoda,PG,-8.8785,147.7407,84.2,80,100,1.41,overcast clouds
121,Ribeira Grande,PT,38.5167,-28.7,65.26,83,100,11.54,overcast clouds
122,Georgetown,MY,5.4112,100.3354,89.89,65,20,1.01,few clouds
123,Lasa,IT,46.6166,10.7002,30.94,69,100,2.71,overcast clouds
124,Leningradskiy,RU,69.3833,178.4167,-1.44,88,100,15.3,overcast clouds
125,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,20,0,12.66,clear sky
126,Kuusamo,FI,65.9667,29.1833,14.04,85,75,8.05,light snow
127,Viedma,AR,-40.8135,-62.9967,52.0,70,56,6.98,broken clouds
128,Nador,MA,35.174,-2.9287,46.65,76,0,0.0,clear sky
129,Leland,US,34.2563,-78.0447,61.97,87,1,0.0,clear sky
130,Ponta Do Sol,PT,32.6667,-17.1,65.03,75,99,9.06,overcast clouds
131,Barrow,US,71.2906,-156.7887,-7.58,71,1,18.41,clear sky
132,Magadan,RU,59.5667,150.8,-0.47,94,100,9.42,light snow
133,North Bend,US,43.4065,-124.2243,45.86,100,1,8.05,clear sky
134,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,90,2.3,light snow
135,Halifax,CA,44.6453,-63.5724,26.42,66,17,10.0,few clouds
136,Bambous Virieux,MU,-20.3428,57.7575,84.45,70,40,8.05,scattered clouds
137,Pingliang,CN,35.5392,106.6861,46.24,20,7,5.88,clear sky
138,Roald,NO,62.5833,6.1333,37.54,65,75,21.85,broken clouds
139,Port Lincoln,AU,-34.7333,135.8667,63.54,60,31,14.23,scattered clouds
140,San Cristobal,VE,7.7669,-72.225,69.98,86,92,1.5,overcast clouds
141,Batagay,RU,67.6333,134.6333,-44.57,99,39,3.85,scattered clouds
142,Norman Wells,CA,65.282,-126.8329,-41.76,66,20,2.3,few clouds
143,Mount Gambier,AU,-37.8333,140.7667,64.31,52,90,13.8,overcast clouds
144,Cordoba,AR,-31.4135,-64.1811,72.25,60,90,6.91,light rain
145,Lebu,CL,-37.6167,-73.65,50.81,92,5,15.32,clear sky
146,Te Anau,NZ,-45.4167,167.7167,60.12,94,96,4.27,overcast clouds
147,Burnie,AU,-41.0667,145.9167,61.93,32,2,10.6,clear sky
148,Belyy Yar,RU,53.6039,91.3903,39.09,57,0,17.9,clear sky
149,Sitka,US,57.0531,-135.33,29.88,78,79,3.0,broken clouds
150,Port Blair,IN,11.6667,92.75,82.24,75,70,10.94,broken clouds
151,Xiongzhou,CN,25.1167,114.3,66.43,21,30,5.97,scattered clouds
152,Terrace,CA,54.5163,-128.6035,35.42,100,75,14.97,light shower snow
153,Kamenka,RU,51.3223,42.7678,39.74,93,100,11.14,overcast clouds
154,Road Town,VG,18.4167,-64.6167,79.0,75,1,16.62,clear sky
155,Bathsheba,BB,13.2167,-59.5167,79.41,83,40,16.11,scattered clouds
156,Pinega,RU,64.7001,43.3936,-1.37,96,71,7.78,broken clouds
157,Tual,ID,-5.6667,132.75,84.29,74,85,8.93,overcast clouds
158,Oro Valley,US,32.3909,-110.9665,64.22,42,42,1.99,scattered clouds
159,Kavaratti,IN,10.5669,72.642,81.46,73,96,0.72,overcast clouds
160,Tezu,IN,27.9167,96.1667,80.62,36,99,3.33,overcast clouds
161,Tura,IN,25.5198,90.2201,77.36,50,90,3.29,overcast clouds
162,Moose Factory,CA,51.2585,-80.6094,-5.8,77,1,8.05,clear sky
163,Stokmarknes,NO,68.5646,14.9108,22.01,65,4,8.23,clear sky
164,Tautira,PF,-17.7333,-149.15,80.62,75,49,17.45,scattered clouds
165,Tiarei,PF,-17.5333,-149.3333,80.62,75,48,17.34,scattered clouds
166,Camacupa,AO,-12.0167,17.4833,65.5,88,100,0.34,overcast clouds
167,Egvekinot,RU,66.3167,-179.1667,-11.24,94,63,3.69,broken clouds
168,Coruripe,BR,-10.1256,-36.1756,77.32,88,40,10.33,scattered clouds
169,Neuquen,AR,-38.9516,-68.0591,55.29,88,75,0.0,broken clouds
170,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.8,62,1,24.16,clear sky
171,Santo Domingo,DO,18.5001,-69.9886,77.04,84,87,5.01,overcast clouds
172,Saint-Louis,SN,16.3333,-15.0,73.9,16,85,9.44,overcast clouds
173,Mar Del Plata,AR,-38.0023,-57.5575,58.08,82,90,3.0,overcast clouds
174,Camacha,PT,33.0833,-16.3333,61.56,67,75,14.97,broken clouds
175,Ussel,FR,45.55,2.3167,47.08,98,100,11.61,light rain
176,Fare,PF,-16.7,-151.0167,81.01,72,27,18.59,scattered clouds
177,Nantucket,US,41.2835,-70.0995,35.96,57,0,17.38,clear sky
178,Hamilton,US,39.1834,-84.5333,45.0,76,23,1.01,few clouds
179,Labuhan,ID,-6.8844,112.2051,82.71,77,100,9.62,overcast clouds
180,Wuwei,CN,37.9281,102.6414,43.12,15,0,2.17,clear sky
181,Inhambane,MZ,-23.865,35.3833,82.38,78,40,8.99,scattered clouds
182,Elk Grove Village,US,42.0039,-87.9704,39.74,90,1,1.01,mist
183,Carnarvon,AU,-24.8667,113.6333,80.67,65,0,12.66,clear sky
184,Vagur,FO,61.4732,-6.8119,42.58,68,99,13.53,overcast clouds
185,Kurilsk,RU,45.2333,147.8833,38.64,68,93,15.35,overcast clouds
186,Ngunguru,NZ,-35.6167,174.5,69.17,90,100,11.01,overcast clouds
187,Avarua,CK,-21.2078,-159.775,75.25,100,40,5.75,heavy intensity rain
188,Atasu,KZ,48.6814,71.6433,21.47,85,61,4.21,broken clouds
189,Touros,BR,-5.1989,-35.4608,79.7,80,86,12.17,overcast clouds
190,Nouadhibou,MR,20.931,-17.0347,60.78,67,0,17.27,clear sky
191,Warri,NG,5.5167,5.75,78.33,87,100,0.94,overcast clouds
192,Kaitangata,NZ,-46.2817,169.8464,67.93,87,100,8.12,overcast clouds
193,Ambam,CM,2.3833,11.2833,68.9,97,99,0.58,overcast clouds
194,Goroka,PG,-6.0834,145.3873,71.58,83,79,1.99,broken clouds
195,Shingu,JP,33.7333,135.9833,52.79,57,4,13.09,clear sky
196,Quatre Cocos,MU,-20.2078,57.7625,84.31,68,19,13.2,few clouds
197,Roebourne,AU,-20.7833,117.1333,103.59,22,26,17.78,scattered clouds
198,Nakamura,JP,32.9833,132.9333,50.65,54,6,10.58,clear sky
199,Lima,PE,-12.0432,-77.0282,65.89,83,40,11.5,scattered clouds
200,Rawson,AR,-43.3002,-65.1023,59.7,54,3,26.91,clear sky
201,Wenling,CN,28.3669,121.36,57.0,48,0,10.45,clear sky
202,Gavle,SE,60.6745,17.1417,21.51,87,84,5.99,broken clouds
203,Hay River,CA,60.8156,-115.7999,-11.22,70,75,13.8,broken clouds
204,Shchors,UA,51.8186,31.945,26.04,93,42,8.19,scattered clouds
205,Vanavara,RU,60.34,102.2797,29.19,88,100,14.0,overcast clouds
206,Souillac,MU,-20.5167,57.5167,84.58,70,40,8.05,scattered clouds
207,Kununurra,AU,-15.7667,128.7333,103.98,29,99,5.75,overcast clouds
208,Chokurdakh,RU,70.6333,147.9167,-27.92,96,100,9.01,overcast clouds
209,Alvaraes,BR,-3.2208,-64.8042,72.45,98,87,1.61,overcast clouds
210,Punto Fijo,VE,11.6956,-70.1996,79.21,83,55,20.42,broken clouds
211,Kosh-Agach,RU,50.0,88.6667,20.75,82,86,0.78,overcast clouds
212,Padang,ID,-0.9492,100.3543,87.85,66,100,10.89,moderate rain
213,Ghanzi,BW,-21.5667,21.7833,79.61,44,86,3.44,light rain
214,Macau,MO,22.2006,113.5461,72.72,32,0,10.36,clear sky
215,George,ZA,-33.963,22.4617,58.55,94,0,4.61,clear sky
216,Yunyang,CN,33.4474,112.7142,62.78,22,0,4.18,clear sky
217,Esmeraldas,BR,-19.7625,-44.3139,68.31,98,14,4.92,few clouds
218,Lexington,US,37.9887,-84.4777,57.09,75,0,7.0,clear sky
219,Ngama,TD,11.7833,17.1667,75.15,26,4,7.87,clear sky
220,Iqaluit,CA,63.7506,-68.5145,1.13,77,20,11.01,few clouds
221,Kaeo,NZ,-35.1,173.7833,69.33,89,100,7.94,overcast clouds
222,Srednekolymsk,RU,67.45,153.6833,-16.83,97,100,10.87,overcast clouds
223,Hovd,MN,48.0056,91.6419,32.07,37,82,0.56,broken clouds
224,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.3,92,15,8.25,few clouds
225,Effingham,US,32.3669,-81.3332,61.11,69,93,5.3,overcast clouds
226,Vuktyl,RU,63.8567,57.3094,-6.77,96,91,5.39,overcast clouds
227,Van Buren,US,35.4368,-94.3483,61.18,96,90,0.0,mist
228,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.4,98,100,3.49,overcast clouds
229,Jablanica,BA,43.6603,17.7617,37.53,95,40,4.79,scattered clouds
230,Pacific Grove,US,36.6177,-121.9166,55.08,84,74,1.99,broken clouds
231,Faanui,PF,-16.4833,-151.75,81.54,68,24,18.39,few clouds
232,Berlevag,NO,70.8578,29.0864,21.74,83,60,14.47,broken clouds
233,Kuznechnoye,RU,61.12,29.8686,18.0,92,100,11.03,light snow
234,Mayo,US,38.8876,-76.5119,48.31,74,27,0.78,scattered clouds
235,Ruteng,ID,-8.6136,120.4721,73.45,75,100,1.05,overcast clouds
236,Surt,LY,31.2089,16.5887,57.4,60,22,27.22,few clouds
237,Eureka,US,40.8021,-124.1637,51.64,97,54,3.02,broken clouds
238,Kichera,RU,55.9375,110.0997,29.52,92,96,8.25,light snow
239,Kiunga,PG,-6.1219,141.2906,84.33,91,64,0.89,broken clouds
240,Fortuna,US,40.5982,-124.1573,51.37,76,90,0.0,overcast clouds
241,Chengzihe,CN,45.3333,131.0667,10.94,65,21,9.8,few clouds
242,Yanam,IN,16.7333,82.2167,88.2,69,100,0.92,overcast clouds
243,Sassandra,CI,4.95,-6.0833,76.96,88,79,4.21,light rain
244,Pundaguitan,PH,6.3711,126.1689,81.95,74,92,2.82,overcast clouds
245,Saint Simons,US,31.1352,-81.3901,59.02,95,1,4.61,clear sky
246,Udaipura,IN,23.0833,78.5,76.77,36,4,8.41,clear sky
247,Torbay,CA,47.6666,-52.7314,41.68,86,90,26.46,overcast clouds
248,Tuatapere,NZ,-46.1333,167.6833,67.05,71,73,5.53,broken clouds
249,Victoria,HK,22.2855,114.1577,71.04,42,31,3.0,scattered clouds
250,Olga,RU,43.7444,135.2892,15.82,45,47,14.76,scattered clouds
251,Hithadhoo,MV,-0.6,73.0833,82.44,76,15,11.54,few clouds
252,Conchagua,SV,13.3078,-87.8647,73.9,68,68,4.85,broken clouds
253,Thompson,CA,55.7435,-97.8558,-16.44,76,75,0.0,broken clouds
254,Karratha,AU,-20.7377,116.8463,100.2,28,32,21.7,scattered clouds
255,Fiche,ET,9.8,38.7333,56.46,34,3,5.46,clear sky
256,Cookeville,US,36.1628,-85.5016,58.53,83,94,1.99,overcast clouds
257,Vao,NC,-22.6667,167.4833,77.36,80,79,13.09,broken clouds
258,Natal,BR,-5.795,-35.2094,80.82,89,40,6.91,scattered clouds
259,Tigbao,PH,12.5546,123.3389,80.46,68,100,19.33,overcast clouds
260,Juegang,CN,32.3174,121.1855,55.13,38,10,2.8,clear sky
261,Okato,NZ,-39.2,173.8833,62.69,90,100,12.08,overcast clouds
262,Manado,ID,1.487,124.8455,86.77,66,20,6.91,few clouds
263,Talara,PE,-4.5772,-81.2719,66.38,84,16,14.23,few clouds
264,Cabo San Lucas,MX,22.8909,-109.9124,77.5,76,79,6.71,broken clouds
265,Plettenberg Bay,ZA,-34.0527,23.3716,63.41,78,100,8.12,overcast clouds
266,Kloulklubed,PW,7.0419,134.2556,83.79,74,100,17.2,overcast clouds
267,Adelaide,AU,-34.9333,138.6,75.42,49,20,10.0,few clouds
268,Yenagoa,NG,4.9247,6.2642,77.27,90,100,2.57,overcast clouds
269,Deputatskiy,RU,69.3,139.9,-40.85,95,47,5.08,scattered clouds
270,Salair,RU,54.2312,85.7972,25.92,89,100,17.02,light snow
271,Tessalit,ML,20.1986,1.0114,62.4,22,40,10.45,scattered clouds
272,Samarai,PG,-10.6167,150.6667,83.8,75,81,9.93,broken clouds
273,Sept-Iles,CA,50.2001,-66.3821,19.92,73,40,10.36,scattered clouds
274,Gat,IL,31.61,34.7642,63.39,49,100,3.47,overcast clouds
275,Irtyshskiy,RU,58.3333,68.1333,20.53,94,80,7.05,broken clouds
276,Bairiki,KI,1.3292,172.9752,86.0,70,40,13.8,scattered clouds
277,Atambua,ID,-9.1061,124.8925,81.37,69,100,3.65,overcast clouds
278,Berdigestyakh,RU,62.0989,126.6992,-12.62,95,99,11.9,overcast clouds
279,Bardiyah,LY,31.7561,25.0865,60.98,49,99,13.27,overcast clouds
280,Auki,SB,-8.7676,160.7034,80.98,83,100,5.26,overcast clouds
281,Meulaboh,ID,4.1363,96.1285,85.23,62,61,4.92,broken clouds
282,Ahipara,NZ,-35.1667,173.1667,66.25,87,100,7.87,light rain
283,Brenham,US,30.1669,-96.3977,69.17,58,4,7.78,clear sky
284,Afsin,TR,38.2477,36.914,35.85,51,100,0.58,overcast clouds
285,Bo Phloi,TH,14.3236,99.5161,76.1,48,53,14.81,broken clouds
286,Sisimiut,GL,66.9395,-53.6735,19.9,56,100,16.6,overcast clouds
287,Nemuro,JP,43.3236,145.575,43.23,63,91,5.77,overcast clouds
288,Linqiong,CN,30.4159,103.4609,58.82,51,100,4.0,overcast clouds
289,Vardo,NO,70.3705,31.1107,24.64,76,87,11.61,overcast clouds
290,Yuanping,CN,38.7153,112.7575,42.98,19,0,1.66,clear sky
291,San Juan,AR,-31.5375,-68.5364,63.27,76,96,13.96,overcast clouds
292,Casper,US,42.8666,-106.3131,37.51,80,83,4.59,broken clouds
293,Broome,US,42.2506,-75.833,34.02,69,61,3.0,broken clouds
294,Port Hedland,AU,-20.3167,118.5667,105.85,24,10,19.57,clear sky
295,Nakhon Thai,TH,17.1006,100.8374,80.51,37,27,1.16,scattered clouds
296,Kavieng,PG,-2.5744,150.7967,84.47,73,66,9.89,broken clouds
297,Esperance,AU,-33.8667,121.9,73.24,57,0,21.72,clear sky
298,Dire,ML,12.2833,-10.9667,71.62,30,71,0.94,broken clouds
299,Ancud,CL,-41.8697,-73.8203,47.43,87,0,2.82,clear sky
300,Willowmore,ZA,-33.2926,23.4895,59.97,66,100,8.41,overcast clouds
301,Nioro,GM,13.35,-15.75,73.49,21,97,4.92,overcast clouds
302,Awbari,LY,26.5921,12.7805,45.84,57,5,13.04,clear sky
303,Altayskoye,RU,51.9533,85.3325,32.85,85,78,2.59,broken clouds
304,Tomatlan,MX,19.9333,-105.25,70.97,96,8,1.9,clear sky
305,Sukhinichi,RU,54.0999,35.3425,27.16,85,98,14.18,overcast clouds
306,Chuy,UY,-33.6971,-53.4616,58.95,88,36,5.23,scattered clouds
307,Yangjiang,CN,21.85,111.9667,69.94,22,45,9.6,scattered clouds
308,Srivardhan,IN,18.0333,73.0167,81.5,72,52,3.91,broken clouds
309,Portland,US,45.5234,-122.6762,42.85,92,92,3.0,overcast clouds
310,Hualmay,PE,-11.0964,-77.6139,65.7,88,97,8.41,overcast clouds
311,Chilca,PE,-12.5211,-76.7372,67.6,92,100,5.59,overcast clouds
312,Meridian,US,43.6121,-116.3915,46.09,100,90,0.0,fog
313,Diamantino,BR,-14.4086,-56.4461,73.38,96,98,3.13,overcast clouds
314,Solone,UA,48.2081,34.8721,35.65,76,100,8.32,overcast clouds
315,Maralal,KE,1.0968,36.698,64.62,65,25,9.95,scattered clouds
316,Adrar,MR,20.5022,-10.0711,62.87,22,100,9.46,overcast clouds
317,Kapit,MY,2.0167,112.9333,77.77,91,100,0.69,overcast clouds
318,Poronaysk,RU,49.2167,143.1167,10.24,78,44,11.77,scattered clouds
319,Les Cayes,HT,18.2,-73.75,75.34,83,100,3.15,overcast clouds
320,Buchanan,LR,5.8808,-10.0467,77.31,89,49,6.89,scattered clouds
321,Naze,JP,28.3667,129.4833,58.96,64,60,20.71,broken clouds
322,Yulara,AU,-25.2406,130.9889,103.41,10,30,9.13,scattered clouds
323,Ondjiva,AO,-17.0667,15.7333,75.85,57,100,6.06,overcast clouds
324,Kudamatsu,JP,34.0,131.8667,51.58,53,19,14.18,few clouds
325,Guerrero Negro,MX,27.9769,-114.0611,61.36,85,35,11.79,scattered clouds
326,Port Augusta,AU,-32.5,137.7667,84.7,39,69,19.53,broken clouds
327,Mango,US,27.9797,-82.3065,62.02,97,90,0.0,fog
328,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,light rain
329,Khanpur,PK,28.6453,70.6567,76.05,14,0,5.61,clear sky
330,Asyut,EG,27.181,31.1837,61.45,45,39,3.02,scattered clouds
331,Glendive,US,47.1053,-104.7125,29.82,78,90,0.0,overcast clouds
332,Rio Grande,BR,-32.035,-52.0986,67.95,81,29,11.97,scattered clouds
333,Una,IN,20.8167,71.0333,80.85,52,23,8.32,few clouds
334,Lompoc,US,34.6391,-120.4579,55.56,80,45,8.99,scattered clouds
335,Broken Hill,AU,-31.95,141.4333,78.4,16,93,16.73,overcast clouds
336,Calkini,MX,20.3667,-90.05,70.92,88,78,4.5,broken clouds
337,Bashmakovo,RU,53.2133,43.0342,32.74,96,100,10.87,light snow
338,Pyskowice,PL,50.4,18.6333,30.78,76,74,4.0,broken clouds
339,Hearst,CA,49.6835,-83.6665,6.06,99,96,3.02,overcast clouds
340,Klaksvik,FO,62.2266,-6.589,36.52,69,98,11.7,overcast clouds
341,Le Port,RE,-20.9373,55.2919,87.76,73,4,4.83,clear sky
342,Bud,US,39.447,-86.1758,44.47,82,26,7.72,scattered clouds
343,Puerto Colombia,CO,10.9878,-74.9547,80.4,80,75,24.99,broken clouds
344,Pombas,CV,17.1503,-25.0201,69.06,73,9,15.39,clear sky
345,Bezhetsk,RU,57.7851,36.6965,21.54,93,100,13.15,overcast clouds
346,Nishihara,JP,26.1842,127.7558,67.28,56,75,23.02,broken clouds
347,Amudat,UG,1.95,34.95,76.64,48,10,11.86,clear sky
348,Sao Domingos,BR,-13.3983,-46.3183,69.58,91,97,3.49,overcast clouds
349,San Quintin,MX,30.4833,-115.95,58.28,88,92,9.4,overcast clouds
